,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
3131,1,3,9500,1,1,126.0,1,38,38,9,8,118.8,1,0,0,1,0,1,19,0,0,8,8,7,12.785714285714286,0,0,8,8,7,12.785714285714286,0,12.7,3.7,-1.7,Graduate
3132,1,1,9130,1,1,151.0,1,3,1,2,4,151.0,1,0,0,1,0,0,18,0,0,6,11,6,14.444444444444445,0,0,6,6,6,13.333333333333334,0,16.2,0.3,-0.92,Graduate
3133,1,6,9500,1,1,122.0,1,1,1,4,4,119.6,1,0,0,1,0,0,21,0,0,7,8,6,13.25,0,0,8,8,8,13.8375,0,13.9,-0.3,0.79,Enrolled
3134,17,1,9500,1,1,141.0,1,2,38,2,10,135.4,1,0,0,1,0,0,18,0,0,7,9,7,12.50625,0,0,8,15,5,13.2,0,13.9,-0.3,0.79,Enrolled
3135,1,1,171,1,1,138.0,1,1,40,4,3,149.9,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate
3136,1,1,9085,1,1,133.0,1,38,37,9,7,120.1,1,0,0,1,0,0,18,0,0,5,8,4,12.75,1,0,5,10,4,11.75,0,12.7,3.7,-1.7,Graduate
3137,39,1,9085,1,3,150.0,1,2,3,4,7,173.3,1,0,0,1,0,0,25,0,1,6,7,6,16.857142857142858,0,1,6,6,6,16.5,0,13.9,-0.3,0.79,Graduate
3138,1,1,9773,1,1,136.0,1,19,19,4,3,126.2,0,0,0,1,0,0,19,0,0,6,6,6,13.166666666666666,0,0,6,6,6,15.0,0,16.2,0.3,-0.92,Graduate
3139,1,1,9853,1,1,129.0,1,19,38,2,7,126.9,1,0,0,1,0,1,19,0,0,6,9,5,12.2,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Enrolled
3140,39,1,9085,1,1,128.0,1,19,1,9,10,157.4,1,0,0,1,0,0,26,0,0,6,7,6,16.5,0,0,6,8,6,14.285714285714286,0,8.9,1.4,3.51,Graduate
3141,17,2,9147,1,1,131.0,1,1,19,4,5,120.2,1,0,0,1,0,0,21,0,0,5,10,4,11.75,0,0,5,6,5,11.6,0,12.4,0.5,1.79,Graduate
3142,1,1,9147,1,1,130.0,1,38,38,2,9,124.8,0,0,0,1,0,0,19,0,0,5,14,1,11.0,0,0,5,6,0,0.0,0,13.9,-0.3,0.79,Dropout
3143,17,1,9500,1,1,150.0,1,37,37,9,9,130.3,0,0,0,1,0,1,19,0,0,8,8,7,15.114285714285714,0,0,8,8,7,15.114285714285714,0,12.7,3.7,-1.7,Graduate
3144,1,1,9238,1,1,165.0,1,37,38,9,8,152.4,1,0,0,1,0,1,18,0,0,6,8,6,15.5,0,0,6,7,6,14.285714285714286,0,16.2,0.3,-0.92,Graduate
3145,43,1,9991,0,1,133.1,1,37,37,9,7,113.5,0,0,0,1,0,1,32,0,3,10,12,7,11.142857142857142,0,4,10,10,8,12.0,0,10.8,1.4,1.74,Graduate
3146,1,1,9238,1,1,126.0,1,3,1,5,5,125.7,0,0,0,1,0,1,18,0,0,6,6,6,11.333333333333334,0,0,6,8,6,11.333333333333334,0,15.5,2.8,-4.06,Graduate
3147,1,5,9500,1,1,101.0,1,1,1,3,4,102.4,0,0,0,1,0,0,20,0,0,7,9,5,12.04,0,0,7,9,6,11.77142857142857,0,12.4,0.5,1.79,Enrolled
3148,17,3,9147,1,1,125.0,1,38,19,7,7,125.7,0,0,0,1,0,0,20,0,0,5,7,5,11.166666666666666,0,0,5,9,4,10.75,0,15.5,2.8,-4.06,Enrolled
3149,39,1,9670,1,1,100.0,1,37,37,4,10,120.0,0,0,1,1,0,1,39,0,0,5,6,5,10.6,0,0,5,7,4,10.75,0,9.4,-0.8,-3.12,Graduate
3150,1,1,9130,1,1,117.0,1,1,1,9,9,109.3,1,0,0,1,0,0,20,0,0,5,10,4,12.5,0,0,5,12,2,13.0,0,12.7,3.7,-1.7,Enrolled
3151,1,1,171,1,1,159.0,1,3,1,4,4,162.2,1,0,1,0,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Dropout
3152,17,1,9773,1,1,177.0,1,2,1,123,135,155.7,0,0,1,1,0,1,18,0,0,6,6,6,15.666666666666666,0,0,6,6,6,13.833333333333334,0,8.9,1.4,3.51,Graduate
3153,1,1,171,1,1,156.0,1,3,3,2,2,147.7,1,0,0,1,0,0,21,0,6,12,12,12,15.333333333333334,0,4,11,15,11,15.0,0,8.9,1.4,3.51,Graduate
3154,1,5,9500,1,1,125.0,1,1,1,3,8,115.6,1,0,0,1,0,0,18,0,0,7,9,6,12.183333333333332,0,0,7,9,6,11.783333333333331,0,16.2,0.3,-0.92,Enrolled
3155,1,2,9147,1,1,130.0,1,37,37,9,9,117.8,0,0,0,1,0,0,18,0,0,5,8,2,10.0,0,0,5,9,3,11.333333333333334,0,7.6,2.6,0.32,Enrolled
3156,43,1,9003,1,1,125.0,1,1,38,4,7,125.0,1,0,0,1,0,0,21,0,9,14,23,9,12.0,2,6,12,21,8,11.25,0,15.5,2.8,-4.06,Graduate
3157,1,1,9147,1,1,127.0,1,19,19,5,5,129.8,1,0,0,1,0,0,22,0,0,5,8,3,10.333333333333334,0,0,5,11,2,10.0,0,7.6,2.6,0.32,Dropout
3158,17,1,9254,1,1,121.0,1,1,1,4,4,123.1,1,0,0,1,1,0,21,0,0,6,11,6,11.166666666666666,0,0,6,14,3,14.666666666666666,0,7.6,2.6,0.32,Enrolled
3159,43,1,9070,1,1,135.0,1,19,19,9,9,122.8,1,0,0,1,1,1,20,0,0,6,8,3,11.0,0,0,6,8,2,11.333333333333334,0,10.8,1.4,1.74,Enrolled
3160,1,2,171,1,1,125.0,1,38,19,9,9,117.3,1,0,0,1,1,1,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate
3161,1,1,9254,1,1,138.0,41,1,1,9,9,126.5,1,0,0,1,0,1,20,1,0,6,7,6,12.857142857142858,0,0,6,8,5,11.8,0,8.9,1.4,3.51,Graduate
3162,1,4,9500,1,1,136.0,1,19,38,9,9,123.0,1,0,0,1,0,0,19,0,0,8,8,7,14.328571428571427,0,0,8,8,7,14.328571428571427,0,10.8,1.4,1.74,Graduate
3163,1,1,9238,1,1,142.0,1,1,38,5,7,127.7,0,0,0,1,0,1,20,0,0,6,7,6,15.0,0,0,6,6,6,16.333333333333332,0,13.9,-0.3,0.79,Graduate
3164,1,1,9085,1,1,129.0,1,19,37,9,9,117.5,1,0,0,1,0,0,19,0,0,5,9,5,13.6,1,0,5,5,5,12.4,0,12.7,3.7,-1.7,Graduate
3165,1,1,9085,1,1,134.0,1,1,1,2,7,128.4,1,0,0,1,0,1,18,0,0,5,12,5,12.857142857142858,2,0,5,8,4,13.25,0,9.4,-0.8,-3.12,Graduate
3166,17,2,9853,1,1,123.0,1,3,1,2,3,124.1,1,0,0,1,0,0,18,0,0,6,7,2,14.5,0,0,6,6,1,10.0,0,15.5,2.8,-4.06,Dropout
3167,39,1,9991,0,1,150.0,1,19,38,9,8,140.9,0,1,0,1,0,0,24,0,0,5,7,3,10.666666666666666,0,0,5,7,3,10.5,0,10.8,1.4,1.74,Dropout
3168,1,1,9254,1,1,129.0,1,1,1,4,2,126.2,0,0,1,0,0,1,21,0,0,6,7,6,13.428571428571429,0,0,6,8,6,11.333333333333334,0,8.9,1.4,3.51,Dropout
3169,1,3,9500,1,1,134.0,1,1,37,8,7,120.5,1,0,0,1,1,1,18,0,0,7,12,7,11.716666666666663,0,0,8,13,4,10.868,0,15.5,2.8,-4.06,Graduate
3170,17,1,9147,1,1,127.0,1,1,37,4,8,121.1,1,0,0,1,1,1,20,0,0,5,11,4,12.0,0,0,5,5,5,12.8,0,11.1,0.6,2.02,Graduate
3171,18,2,9853,1,1,123.0,1,1,3,9,2,123.7,1,0,1,0,0,0,20,0,0,6,11,5,13.2,0,0,6,8,4,10.75,0,10.8,1.4,1.74,Dropout
3172,17,3,9254,1,1,127.0,1,12,38,5,7,116.9,1,0,1,1,0,0,18,0,0,6,7,5,12.2,0,0,6,10,4,12.25,0,12.4,0.5,1.79,Dropout
3173,39,1,9556,1,1,133.1,1,38,19,9,6,100.0,1,0,0,1,0,1,25,0,0,7,11,5,12.58,0,0,7,9,6,12.157142857142857,0,8.9,1.4,3.51,Graduate
3174,17,5,9238,1,1,131.0,1,19,37,5,7,120.2,1,0,0,1,0,1,19,0,0,6,9,5,11.333333333333334,0,0,6,6,6,10.833333333333334,0,13.9,-0.3,0.79,Enrolled
3175,39,1,33,1,1,120.0,1,38,1,9,5,153.8,0,0,1,1,1,0,35,0,0,7,9,0,0.0,0,0,7,8,0,0.0,0,11.1,0.6,2.02,Dropout
3176,1,4,9500,1,1,133.0,1,19,19,9,5,120.1,1,0,0,1,0,1,19,0,0,7,9,6,12.428571428571429,0,0,8,8,8,14.0,0,13.9,-0.3,0.79,Graduate
3177,1,1,9670,1,1,133.0,1,38,38,9,9,128.1,1,0,0,1,1,1,18,0,0,6,6,6,13.0,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,Dropout
3178,1,1,9500,1,1,143.0,1,3,19,3,10,126.8,0,0,0,1,1,0,19,0,0,8,8,7,14.535714285714286,0,0,8,8,7,14.535714285714286,0,10.8,1.4,1.74,Graduate
3179,43,1,9500,1,1,140.0,1,19,38,9,7,125.7,1,0,0,1,1,1,19,0,0,7,8,5,11.2,0,0,7,8,5,11.2,0,7.6,2.6,0.32,Enrolled
3180,17,1,9070,1,1,157.0,1,3,3,3,3,146.2,0,0,0,1,1,0,18,0,0,6,6,6,16.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
3181,39,1,9130,1,19,133.1,1,19,3,9,2,140.0,1,0,1,1,1,0,24,0,0,6,13,5,13.142857142857142,0,0,6,15,3,12.666666666666666,0,16.2,0.3,-0.92,Dropout
3182,43,1,8014,0,1,145.0,6,34,34,0,0,134.5,1,0,0,1,1,0,25,1,8,14,23,11,11.6875,0,6,10,20,8,11.142857142857142,0,9.4,-0.8,-3.12,Graduate
3183,39,1,9119,1,1,130.0,1,37,3,9,3,137.0,1,0,0,1,1,0,28,0,0,5,11,4,10.5,0,0,5,12,4,11.0,4,7.6,2.6,0.32,Enrolled
3184,1,1,9085,1,1,111.0,1,1,38,5,9,107.5,0,0,0,1,1,1,19,0,0,6,9,6,13.833333333333334,0,0,6,12,5,13.666666666666666,0,11.1,0.6,2.02,Graduate
3185,17,2,9119,1,1,116.0,1,19,1,9,7,112.2,0,0,0,1,1,0,19,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout
3186,39,1,9130,1,10,133.1,1,12,36,90,90,128.2,0,0,0,0,1,1,30,0,0,5,13,0,0.0,3,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout
3187,1,1,9500,1,1,135.0,1,19,19,4,5,126.8,1,0,0,1,1,0,19,0,0,7,9,0,0.0,0,0,7,8,0,0.0,0,15.5,2.8,-4.06,Dropout
3188,17,1,9147,1,1,145.0,1,19,38,4,4,132.1,1,0,0,1,1,0,21,0,0,5,10,1,10.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
3189,1,1,171,1,1,118.0,1,37,37,3,5,110.0,0,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout
3190,39,1,9003,1,1,130.0,1,19,19,9,5,100.0,0,0,0,0,1,0,29,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
3191,1,1,9670,1,1,115.0,1,19,37,9,9,114.3,0,0,0,1,1,0,18,0,0,6,7,4,12.6,0,0,6,6,4,13.0,0,12.4,0.5,1.79,Dropout
3192,1,2,9147,1,1,122.0,1,1,38,4,5,116.4,0,0,0,1,1,0,21,0,0,5,10,3,11.25,0,0,5,9,3,11.0,0,15.5,2.8,-4.06,Enrolled
3193,42,1,9070,1,1,120.0,1,3,2,3,1,116.9,0,0,0,1,1,0,20,0,6,7,13,7,12.375,0,4,7,8,4,11.25,0,13.9,-0.3,0.79,Dropout
3194,51,1,9991,0,1,120.0,1,38,3,5,3,128.2,0,0,1,1,1,0,24,0,3,10,15,7,10.714285714285714,0,3,10,11,9,12.555555555555555,0,12.4,0.5,1.79,Enrolled
3195,17,2,9773,1,1,120.0,1,1,1,2,5,127.0,1,0,0,0,1,0,18,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
3196,42,1,9003,1,1,140.0,1,1,3,4,2,140.0,1,0,0,1,1,0,23,0,0,6,14,5,12.0,0,0,6,12,5,12.142857142857142,0,15.5,2.8,-4.06,Enrolled
3197,1,6,9147,1,1,127.0,1,1,19,1,6,120.0,1,0,0,1,1,0,19,0,0,5,6,5,12.6,0,0,5,8,3,12.666666666666666,0,8.9,1.4,3.51,Graduate
3198,7,1,9254,1,3,110.0,1,19,19,3,3,110.0,0,0,0,1,1,0,35,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
3199,1,1,9500,1,1,148.0,1,1,1,9,9,127.0,1,0,0,1,1,0,20,0,0,8,8,7,12.84142857142857,0,0,8,8,7,12.84142857142857,0,10.8,1.4,1.74,Graduate
3200,39,1,9238,1,42,170.0,1,19,38,8,8,159.5,0,0,0,1,1,0,33,0,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
3201,1,1,9773,1,1,146.0,1,1,3,4,1,135.2,1,0,0,1,1,0,18,0,0,6,7,6,14.166666666666666,0,0,6,6,6,12.833333333333334,0,9.4,-0.8,-3.12,Graduate
3202,1,1,9773,1,1,127.0,1,5,3,4,4,122.8,1,0,0,1,1,0,20,0,0,6,7,6,12.166666666666666,0,0,6,9,3,12.0,0,12.4,0.5,1.79,Enrolled
3203,17,1,9773,1,1,125.0,1,3,3,2,3,118.0,1,0,0,1,1,0,19,0,0,6,12,4,10.8,0,0,6,14,3,11.0,0,13.9,-0.3,0.79,Dropout
3204,17,5,9773,1,1,139.0,1,38,1,4,4,123.6,1,0,0,1,1,0,18,0,0,6,6,6,13.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
3205,39,1,9991,0,1,133.1,1,37,37,7,9,111.0,0,0,0,0,1,0,28,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
3206,1,1,9147,1,1,146.0,1,5,1,1,5,144.6,0,0,0,1,1,0,18,0,0,5,5,5,13.0,0,0,5,6,5,13.333333333333334,0,16.2,0.3,-0.92,Graduate
3207,1,1,9773,1,1,109.0,1,2,3,3,3,111.8,1,0,1,1,1,0,25,0,0,6,8,6,11.571428571428571,0,0,6,9,6,11.571428571428571,0,15.5,2.8,-4.06,Dropout
3208,1,1,9238,1,1,135.0,1,1,38,4,6,122.1,0,1,1,0,1,0,19,0,0,6,6,4,11.5,0,0,6,6,5,11.0,0,8.9,1.4,3.51,Dropout
3209,18,2,9070,1,1,122.0,1,38,19,5,5,119.9,0,0,0,1,1,0,18,0,0,6,8,5,11.0,0,0,6,6,4,10.75,0,9.4,-0.8,-3.12,Graduate
3210,7,1,9003,1,3,130.0,1,3,3,6,2,130.0,1,0,0,1,1,0,29,0,1,6,10,6,17.11111111111111,0,2,6,9,6,15.571428571428571,0,13.9,-0.3,0.79,Graduate
3211,1,1,171,1,1,124.0,1,2,2,3,2,118.4,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled
3212,1,1,9254,1,1,115.0,1,3,2,4,5,112.6,0,0,0,1,1,1,20,0,0,6,9,6,12.571428571428571,0,0,6,6,6,12.166666666666666,0,8.9,1.4,3.51,Graduate
3213,44,1,9003,1,39,150.0,1,3,19,2,6,150.0,0,0,0,1,1,0,20,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
3214,1,4,9070,1,1,170.0,1,3,3,2,2,165.8,1,0,0,1,1,0,18,0,0,6,7,6,14.5,0,0,6,6,6,15.166666666666666,0,9.4,-0.8,-3.12,Graduate
3215,1,6,9254,1,1,102.0,1,3,1,2,2,101.7,1,0,0,1,1,1,21,0,0,6,6,6,13.5,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
3216,17,2,9254,1,1,140.0,1,3,3,2,2,124.3,0,0,0,0,1,0,18,0,0,6,9,5,11.2,0,0,6,14,2,10.0,0,9.4,-0.8,-3.12,Dropout
3217,1,5,9119,1,1,135.0,1,37,37,90,90,122.1,1,0,0,1,1,0,20,0,0,5,10,3,10.666666666666666,0,0,5,5,4,12.25,0,7.6,2.6,0.32,Graduate
3218,43,1,8014,0,1,148.0,1,37,37,9,9,134.7,0,0,0,1,0,0,23,0,9,13,15,9,11.0,0,4,11,12,7,11.571428571428571,0,15.5,2.8,-4.06,Enrolled
3219,39,1,9991,0,1,140.0,1,1,37,9,8,154.5,0,0,0,1,0,0,26,0,0,1,2,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout
3220,17,3,9670,1,1,147.0,1,37,37,8,8,128.8,0,0,1,1,0,0,19,0,0,5,5,1,10.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
3221,39,1,9556,1,1,140.0,1,37,38,9,9,106.0,1,0,1,0,0,1,24,0,0,7,14,5,12.36,0,1,8,15,5,12.0,0,8.9,1.4,3.51,Dropout
3222,1,1,9670,1,1,157.0,1,19,38,9,7,146.2,1,0,0,1,0,1,20,0,0,6,8,6,15.25,0,0,6,7,6,14.714285714285714,0,11.1,0.6,2.02,Graduate
3223,17,1,9991,0,1,120.0,1,38,3,9,3,116.9,1,0,1,0,0,0,26,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
3224,39,1,9147,1,12,133.1,1,19,37,7,9,118.2,0,0,0,1,0,0,31,0,0,5,8,1,13.0,2,0,5,9,4,12.25,0,10.8,1.4,1.74,Dropout
3225,43,1,9500,1,1,140.0,1,37,37,9,10,105.7,1,0,0,1,0,0,27,0,0,8,8,8,13.81375,0,0,8,8,8,13.81375,0,9.4,-0.8,-3.12,Graduate
3226,1,1,9085,1,1,130.0,1,19,38,9,9,126.9,0,0,1,1,0,0,24,0,0,6,8,6,13.285714285714286,0,0,6,13,6,12.875,0,11.1,0.6,2.02,Graduate
3227,44,1,9085,1,39,150.0,1,19,38,194,193,150.0,1,0,0,1,0,0,23,0,0,6,11,4,11.5,0,0,6,12,4,12.2,0,8.9,1.4,3.51,Enrolled
3228,1,2,9500,1,1,115.0,1,38,38,9,8,108.4,1,0,0,1,0,1,20,0,0,7,8,7,11.9625,0,0,8,9,8,13.044444444444444,0,13.9,-0.3,0.79,Graduate
3229,1,6,9500,1,1,118.0,1,38,38,5,5,114.2,1,0,0,1,0,0,20,0,0,7,9,6,13.683333333333332,0,0,8,11,6,13.116666666666667,0,11.1,0.6,2.02,Graduate
3230,39,1,9500,1,1,130.0,1,38,1,9,4,140.0,1,0,0,1,0,0,24,0,0,8,8,7,14.985714285714286,0,0,8,8,7,14.985714285714286,0,12.7,3.7,-1.7,Graduate
3231,39,1,9147,1,1,130.0,1,37,37,9,9,142.5,0,0,0,1,0,0,39,0,0,5,8,4,11.25,0,0,5,8,4,11.5,0,11.1,0.6,2.02,Enrolled
3232,1,2,9773,1,1,130.0,1,19,38,3,9,126.5,1,0,0,1,0,0,18,0,0,6,8,4,12.5,0,0,6,6,5,12.6,0,12.7,3.7,-1.7,Graduate
3233,17,3,9085,1,1,120.0,1,37,38,9,9,111.3,0,0,0,1,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
3234,1,2,9500,1,1,130.0,1,1,1,4,3,125.1,1,0,0,1,0,0,18,0,0,7,10,7,13.78,0,0,8,10,8,13.661,0,15.5,2.8,-4.06,Graduate
3235,1,2,9500,1,1,141.0,1,37,37,9,7,126.3,1,0,0,1,0,0,19,0,0,7,10,7,13.805,0,0,8,8,8,14.2725,0,15.5,2.8,-4.06,Graduate
3236,17,1,9085,1,1,138.0,1,1,19,4,9,142.2,1,0,0,1,0,0,18,0,0,5,7,5,13.8,0,0,5,5,5,12.6,0,10.8,1.4,1.74,Graduate
3237,1,1,9670,1,1,113.0,1,37,19,9,9,110.2,1,0,0,1,0,0,22,0,0,5,7,3,12.666666666666666,0,0,5,6,4,12.0,0,7.6,2.6,0.32,Enrolled
3238,17,4,9500,1,1,135.0,1,1,1,4,4,127.0,1,0,0,1,0,0,18,0,0,7,7,7,14.424285714285714,0,0,8,8,8,13.9375,0,11.1,0.6,2.02,Graduate
3239,1,1,9238,1,1,137.0,1,3,1,4,9,128.6,0,0,0,1,0,1,18,0,0,6,7,6,13.166666666666666,0,0,6,6,6,12.5,0,12.4,0.5,1.79,Graduate
3240,39,1,9991,0,1,133.1,1,37,37,9,9,130.4,0,0,0,1,0,0,30,0,0,5,10,3,10.666666666666666,0,0,5,8,5,10.4,0,12.7,3.7,-1.7,Enrolled
3241,43,1,9238,1,12,100.0,1,37,37,9,9,134.4,0,0,0,1,0,0,34,0,9,16,20,14,12.071428571428571,1,11,13,13,11,12.272727272727272,0,7.6,2.6,0.32,Graduate
3242,39,1,8014,0,19,133.1,1,37,37,9,9,100.0,0,0,0,1,0,0,38,0,0,6,10,3,10.25,0,0,6,7,1,12.0,0,13.9,-0.3,0.79,Dropout
3243,1,1,9500,1,1,142.0,1,37,19,7,7,133.0,1,0,0,1,0,1,19,0,0,8,8,8,14.11,0,0,8,8,8,14.11,0,9.4,-0.8,-3.12,Graduate
3244,17,3,9853,1,1,140.0,1,38,38,5,7,126.7,1,0,0,1,0,0,19,0,0,6,9,5,12.4,0,0,6,10,3,10.666666666666666,0,10.8,1.4,1.74,Dropout
3245,43,1,9773,1,1,129.0,1,1,1,4,8,129.0,0,0,0,0,0,0,21,0,0,6,7,6,12.0,0,0,6,6,6,12.0,0,10.8,1.4,1.74,Dropout
3246,17,1,9773,1,1,141.0,1,2,3,2,2,133.7,1,0,0,1,0,1,18,0,0,6,6,6,14.833333333333334,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
3247,17,5,9085,1,1,118.0,1,1,38,4,7,122.2,1,0,0,1,0,1,20,0,0,6,7,6,15.428571428571429,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduate
3248,17,5,9147,1,1,131.0,1,37,38,5,5,128.9,0,0,0,1,0,1,18,0,0,5,7,5,11.6,0,0,5,11,5,11.4,4,16.2,0.3,-0.92,Graduate
3249,1,3,9070,1,1,161.0,1,38,37,5,5,154.4,1,0,0,1,0,0,18,0,0,6,6,6,14.166666666666666,0,0,6,6,6,14.0,0,16.2,0.3,-0.92,Graduate
3250,7,1,9556,1,2,130.0,1,37,37,9,9,130.0,1,0,0,1,0,1,36,0,0,7,9,1,9.8,0,0,7,7,0,0.0,0,12.7,3.7,-1.7,Dropout
3251,17,4,9147,1,1,121.0,1,38,37,6,7,113.0,1,0,0,1,0,1,18,0,0,5,12,4,10.714285714285714,0,0,5,9,4,11.0,0,13.9,-0.3,0.79,Graduate
3252,43,1,9130,1,6,133.1,1,1,29,4,90,123.3,1,0,0,1,0,1,21,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
3253,44,1,9130,1,39,130.0,1,1,3,9,2,130.0,1,0,1,1,0,1,21,0,1,6,13,3,12.333333333333334,0,1,6,12,1,13.0,0,13.9,-0.3,0.79,Dropout
3254,15,1,9085,1,1,133.1,41,3,3,4,2,101.3,0,0,0,1,0,0,18,1,0,6,13,6,13.0,0,0,6,15,6,12.25,0,11.1,0.6,2.02,Graduate
3255,17,6,9670,1,1,120.0,1,1,14,4,5,113.7,1,0,0,1,0,0,18,0,0,5,7,4,11.4,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Graduate
3256,1,2,9500,1,1,140.0,1,38,38,9,7,138.8,1,0,0,1,0,0,19,0,0,7,7,6,12.766666666666666,0,0,7,7,6,12.766666666666666,0,7.6,2.6,0.32,Graduate
3257,39,1,9003,1,19,133.1,1,37,19,9,4,140.0,0,0,1,1,0,0,29,0,0,6,11,5,12.6,0,0,6,6,6,12.666666666666666,0,11.1,0.6,2.02,Graduate
3258,44,1,9147,1,39,130.0,1,19,1,9,3,130.0,0,0,0,1,0,1,20,0,4,7,8,7,13.0,0,2,5,5,5,13.4,0,11.1,0.6,2.02,Graduate
3259,17,2,9500,1,1,140.0,1,37,37,9,9,132.5,1,0,0,1,0,0,18,0,0,7,7,6,14.316666666666668,0,0,7,7,6,14.316666666666668,0,7.6,2.6,0.32,Graduate
3260,1,1,9085,1,1,124.0,1,2,1,4,10,117.4,1,0,0,1,0,0,19,0,0,5,7,4,12.75,0,0,5,5,5,12.0,0,10.8,1.4,1.74,Graduate
3261,1,3,9147,1,1,115.0,1,1,38,3,8,109.8,1,0,0,1,0,1,19,0,0,5,5,5,13.4,0,0,5,5,5,12.6,0,8.9,1.4,3.51,Graduate
3262,39,1,8014,0,1,100.0,1,12,5,9,4,116.5,0,0,1,0,0,0,37,0,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
3263,1,2,9085,1,1,162.0,1,37,1,9,9,165.2,1,0,0,1,0,1,18,0,0,5,6,4,15.75,0,0,5,5,5,13.8,0,10.8,1.4,1.74,Graduate
3264,1,1,9853,1,1,121.0,1,19,19,7,7,113.0,1,0,0,1,0,0,21,0,0,6,9,5,12.4,0,0,6,11,1,11.0,0,12.7,3.7,-1.7,Dropout
3265,17,1,9238,1,1,125.0,1,1,38,144,181,123.3,0,0,0,1,0,1,19,0,0,6,8,6,11.5,0,0,6,7,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
3266,17,2,9670,1,1,123.0,1,3,1,3,1,116.7,0,0,0,1,0,0,19,0,0,5,5,5,13.4,0,0,5,5,5,14.0,0,9.4,-0.8,-3.12,Graduate
3267,39,1,9991,0,39,140.0,1,38,19,9,5,110.0,0,0,0,1,0,1,35,0,0,5,9,3,11.666666666666666,0,0,5,7,5,11.8,0,12.7,3.7,-1.7,Enrolled
3268,39,1,9500,1,1,133.1,1,37,38,9,8,118.9,0,0,0,1,0,0,30,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout
3269,43,2,9773,1,1,120.0,1,34,34,0,0,103.6,1,0,0,1,0,0,27,0,4,8,11,7,13.285714285714286,0,4,7,13,5,11.6,0,9.4,-0.8,-3.12,Dropout
3270,1,1,9254,1,1,136.0,1,37,37,9,9,122.7,0,0,0,1,0,1,45,0,0,6,10,4,11.5,0,0,6,16,2,10.5,0,7.6,2.6,0.32,Dropout
3271,39,1,8014,0,1,133.1,1,38,38,9,9,113.5,0,0,0,1,0,1,50,0,3,9,11,8,13.25,0,2,7,8,7,11.714285714285714,0,12.7,3.7,-1.7,Graduate
